conf_abbr,conference_name,year,name,author_info,article_link,abstract
aaai,AAAI (Artificial Intelligence),2010,A Novel Transition Based Encoding Scheme for Planning as Satisfiability,"Ruoyun Huang, Washington University in St. Louis|; et al.|Yixin Chen, Washington University in St. Louis|Weixiong Zhang, Washington University in St. Louis",https://www.semanticscholar.org/paper/8d6c0fef0afd9f7654394a8050ae74faaece5bb1,"Planning as satisfiability is a principal approach to planning with many eminent advantages. The existing planning as satisfiability techniques usually use encodings compiled from the STRIPS formalism. We introduce a novel SAT encoding scheme based on the SAS+formalism. It exploits the structural information in the SAS+ formalism, resulting in more compact SAT instances and reducing the number of clauses by up to 50 fold. Our results show that this encoding scheme improves upon the STRIPS-based encoding, in terms of both time and memory efficiency."
aaai,AAAI (Artificial Intelligence),2008,How Good is Almost Perfect?,"Malte Helmert & Gabriele Röger, University of Freiburg",https://www.semanticscholar.org/paper/4ed56a5f8138d158a1089bf7b472642a64647b3e,"Heuristic search using algorithms such as A* and IDA* is the prevalent method for obtaining optimal sequential solutions for classical planning tasks. Theoretical analyses of these classical search algorithms, such as the well-known results of Pohl, Gaschnig and Pearl, suggest that such heuristic search algorithms can obtain better than exponential scaling behaviour, provided that the heuristics are accurate enough. 
 
Here, we show that for a number of common planning benchmark domains, including ones that admit optimal solution in polynomial time, general search algorithms such as A* must necessarily explore an exponential number of search nodes even under the optimistic assumption of almost perfect heuristic estimators, whose heuristic error is bounded by a small additive constant. 
 
Our results shed some light on the comparatively bad performance of optimal heuristic search approaches in ""simple"" planning domains such as GRIPPER. They suggest that in many applications, further improvements in run-time require changes to other parts of the search algorithm than the heuristic estimator."
aaai,AAAI (Artificial Intelligence),2008,Optimal False-Name-Proof Voting Rules with Costly Voting,"Liad Wagman & Vincent Conitzer, Duke University",https://www.semanticscholar.org/paper/098da9f6ad978959c906be83fd5d5b24bacb214b,"One way for agents to reach a joint decision is to vote over the alternatives. In open, anonymous settings such as the Internet, an agent can vote more than once without being detected. A voting rule is false-name-proof if no agent ever benefits from casting additional votes. Previous work has shown that all false-name-proof voting rules are unresponsive to agents' preferences. However, that work implicitly assumes that casting additional votes is costless. In this paper, we consider what happens if there is a cost to casting additional votes. We characterize the optimal (most responsive) false-name-proofwith-costs voting rule for 2 alternatives. In sharp contrast to the costless setting, we prove that as the voting population grows larger, the probability that this rule selects the majority winner converges to 1. We also characterize the optimal group false-name-proof rule for 2 alternatives, which is robust to coalitions of agents sharing the costs of additional votes. Unfortunately, the probability that this rule chooses the majority winner as the voting population grows larger is relatively low. We derive an analogous rule in a setting with 3 alternatives, and provide bounding results and computational approaches for settings with 4 or more alternatives."
aaai,AAAI (Artificial Intelligence),2007,PLOW: A Collaborative Task Learning Agent,"James Allen, Florida Institute for Human and Machine Cognition|; et al.|Nathanael Chambers, Stanford University|George Ferguson, University of Rochester|Lucian Galescu, Florida Institute for Human and Machine Cognition|Hyuckchul Jung, Florida Institute for Human and Machine Cognition|Mary Swift, University of Rochester|William Taysom, Florida Institute for Human and Machine Cognition",https://www.semanticscholar.org/paper/431e61648a59abcd05411503ead56de8aa97906b,"To be effective, an agent that collaborates with humans needs to be able to learn new tasks from humans they work with. This paper describes a system that learns executable task models from a single collaborative learning session consisting of demonstration, explanation and dialogue. To accomplish this, the system integrates a range of AI technologies: deep natural language understanding, knowledge representation and reasoning, dialogue systems, planning/agent-based systems and machine learning. A formal evaluation shows the approach has great promise."
aaai,AAAI (Artificial Intelligence),2007,"Thresholded Rewards: Acting Optimally in Timed, Zero-Sum Games","Colin McMillen & Manuela Veloso, Carnegie Mellon University",https://www.semanticscholar.org/paper/e1f99232103402e134eef9bded15f5d7ec142672,"In timed, zero-sum games, the goal is to maximize the probability of winning, which is not necessarily the same as maximizing our expected reward. We consider cumulative intermediate reward to be the difference between our score and our opponent's score; the ""true"" reward of a win, loss, or tie is determined at the end of a game by applying a threshold function to the cumulative intermediate reward. We introduce thresholded-rewards problems to capture this dependency of the final reward outcome on the cumulative intermediate reward. Thresholded-rewards problems reflect different real-world stochastic planning domains, especially zero-sum games, in which time and score need to be considered. We investigate the application of thresholded rewards to finite-horizon Markov Decision Processes (MDPs). In general, the optimal policy for a thresholded-rewards MDP will be non-stationary, depending on the number of time steps remaining and the cumulative intermediate reward. We introduce an efficient value iteration algorithm that solves thresholded-rewards MDPs exactly, but with running time quadratic on the number of states in the MDP and the length of the time horizon. We investigate a number of heuristic-based techniques that efficiently find approximate solutions for MDPs with large state spaces or long time horizons."
aaai,AAAI (Artificial Intelligence),2006,Model Counting: A New Strategy for Obtaining Good Bounds,"Carla P. Gomes, Cornell University|; et al.|Ashish Sabharwal, Cornell University|Bart Selman, Cornell University",https://www.semanticscholar.org/paper/d1ed22234e6b143b3abfd2a30dbbc6b16eafb67c,"Model counting is the classical problem of computing the number of solutions of a given propositional formula. It vastly generalizes the NP-complete problem of propositional satisfiability, and hence is both highly useful and extremely expensive to solve in practice. We present a new approach to model counting that is based on adding a carefully chosen number of so-called streamlining constraints to the input formula in order to cut down the size of its solution space in a controlled manner. Each of the additional constraints is a randomly chosen XOR or parity constraint on the problem variables, represented either directly or in the standard CNF form. Inspired by a related yet quite different theoretical study of the properties of XOR constraints, we provide a formal proof that with high probability, the number of XOR constraints added in order to bring the formula to the boundary of being unsatisfiable determines with high precision its model count. Experimentally, we demonstrate that this approach can be used to obtain good bounds on the model counts for formulas that are far beyond the reach of exact counting methods. In fact, we obtain the first non-trivial solution counts for very hard, highly structured combinatorial problem instances. Note that unlike other counting techniques, such as Markov Chain Monte Carlo methods, we are able to provide high-confidence guarantees on the quality of the counts obtained."
aaai,AAAI (Artificial Intelligence),2006,Towards an Axiom System for Default Logic,"Gerhard Lakemeyer, RWTH Aachen University|Hector J. Levesque, University of Toronto",https://www.semanticscholar.org/paper/4ee79c2d1868921b30ffda8b8eb2203dba7315fd,"Recently, Lakemeyer and Levesque proposed a logic of only-knowing which precisely captures three forms of nonmonotonic reasoning: Moore's Autoepistemic Logic, Konolige's variant based on moderately grounded expansions, and Reiter's default logic. Defaults have a uniform representation under all three interpretations in the new logic. Moreover, the logic itself is monotonic, that is, nonmonotonic reasoning is cast in terms of validity in the classical sense. While Lakemeyer and Levesque gave a model-theoretic account of their logic, a proof-theoretic characterization remained open. This paper fills that gap for the propositional subset: a sound and complete axiom system in the new logic for all three varieties of default reasoning. We also present formal derivations for some examples of default reasoning. Finally we present evidence that it is unlikely that a complete axiom system exists in the first-order case, even when restricted to the simplest forms of default reasoning."
aaai,AAAI (Artificial Intelligence),2005,The Max K- Armed Bandit: A New Model of Exploration Applied to Search Heuristic Selection,"Vincent A. Cicirello, Drexel University|Stephen F. Smith, Carnegie Mellon University",https://www.semanticscholar.org/paper/53b61519e4fa067036213badca926936c095cd1f,"The multiarmed bandit is often used as an analogy for the tradeoff between exploration and exploitation in search problems. The classic problem involves allocating trials to the arms of a multiarmed slot machine to maximize the expected sum of rewards. We pose a new variation of the multiarmed bandit--the Max K-Armed Bandit--in which trials must be allocated among the arms to maximize the expected best single sample reward of the series of trials. Motivation for the Max K-Armed Bandit is the allocation of restarts among a set of multistart stochastic search algorithms. We present an analysis of this Max K-Armed Bandit showing under certain assumptions that the optimal strategy allocates trials to the observed best arm at a rate increasing double exponentially relative to the other arms. This motivates an exploration strategy that follows a Boltzmann distribution with an exponentially decaying temperature parameter. We compare this exploration policy to policies that allocate trials to the observed best arm at rates faster (and slower) than double exponentially. The results confirm, for two scheduling domains, that the double exponential increase in the rate of allocations to the observed best heuristic outperfonns the other approaches."
aaai,AAAI (Artificial Intelligence),2004,Learning and Inferring Transportation Routines,"Lin Liao, University of Washington|; et al.|Dieter Fox, University of Washington|Henry Kautz, University of Washington",https://www.semanticscholar.org/paper/51c41c33908ebda05c4863474423a36d20c3b8ae,"This paper introduces a hierarchical Markov model that can learn and infer a user's daily movements through an urban community. The model uses multiple levels of abstraction in order to bridge the gap between raw GPS sensor measurements and high level information such as a user's destination and mode of transportation. To achieve efficient inference, we apply Rao-Blackwellized particle filters at multiple levels of the model hierarchy. Locations such as bus stops and parking lots, where the user frequently changes mode of transportation, are learned from GPS data logs without manual labeling of training data. We experimentally demonstrate how to accurately detect novel behavior or user errors (e.g. taking a wrong bus) by explicitly modeling activities in the context of the user's historical data. Finally, we discuss an application called ''Opportunity Knocks'' that employs our techniques to help cognitively-impaired people use public transportation safely."
aaai,AAAI (Artificial Intelligence),2002,On Computing All Abductive Explanations,"Thomas Eiter, TU Wien|Kazuhisa Makino, Osaka University",https://www.semanticscholar.org/paper/2b8b6a760d8482786007f5b269a9468a6159c02e,"We consider the computation of all respectively a polynomial subset of the explanations of an abductive query from a Horn theory, and pay particular attention to whether the query is a positive or negative letter, the explanation is based on literals from an assumption set, and the Horn theory is represented in terms of formulas or characteristic models. We derive tractability results, one of which refutes a conjecture by Selman and Levesque, as well as intractability results, and furthermore also semi-tractability results in terms of solvability in quasi-polynomial time. Our results complement previous results in the literature, and elucidate the computational complexity of generating the set of explanations."
aaai,AAAI (Artificial Intelligence),2000,Local Search Characteristics of Incomplete SAT Procedures,"Dale Schuurmans & Finnegan Southey, University of Waterloo",https://www.aaai.org/Library/AAAI/2000/aaai00-046.php,AAAI advances the understanding of the mechanisms underlying thought and intelligent behavior and their embodiment in machines.
aaai,AAAI (Artificial Intelligence),2000,The Game of Hex: An Automatic Theorem-Proving Approach to Game Programming,"Vadim V. Anshelevich, Vanshel Consulting",https://www.semanticscholar.org/paper/7c7144e79a391c1c3577f1674874b469aa7072da,"The game of Hex is a two-player game with simple rules, a deep underlying mathematical beauty, and a strategic complexity comparable to that of Chess and Go. The massive game-tree search techniques developed mostly for Chess, and successfully used for Checkers, Othello, and a number of other games, become less useful for games with large branching factors like Go and Hex. We offer a new approach, which results in superior playing strength. This approach emphasizes deep analysis of relatively few game positions. In order to reach this goal, we develop an automatic theorem proving technique for topological analysis of Hex positions. We also discuss in detail an idea of modeling Hex positions with electrical resistor circuits. We explain how this approach is implemented in Hexy - the strongest known Hex-playing computer program, able to compete with best human players."
aaai,AAAI (Artificial Intelligence),2000,Automatic Invention of Integer Sequences,"Simon Colton, University of Edinburgh|; et al.|Alan Bundy, University of Edinburgh|Toby Walsh, University of York",https://www.aaai.org/Library/AAAI/2000/aaai00-085.php,AAAI advances the understanding of the mechanisms underlying thought and intelligent behavior and their embodiment in machines.
aaai,AAAI (Artificial Intelligence),1999,PROVERB: The Probabilistic Cruciverbalist,"Greg A. Keim, Duke University|; et al.|Noam M. Shazeer, Duke University|Michael L. Littman, Duke University|Sushant Agarwal, Duke University|Catherine M. Cheves, Duke University|Joseph Fitzgerald, Duke University|Jason Grosland, Duke University|Fan Jiang, Duke University|Shannon Pollard, Duke University|Karl Weinmeister, Duke University",https://www.semanticscholar.org/paper/bd417d347a18e52598b3ccafcf5d8031f45c0f41,"We attacked the problem of solving crossword puzzles by computer: given a set of clues and a crossword grid, try to maximize the number of words correctly filled in. In our system, ""expert modules"" specialize in solving specific types of clues, drawing on ideas from information retrieval, database search, and machine learning. Each expert module generates a (possibly empty) candidate list for each clue, and the lists are merged together and placed into the grid by a centralized solver. We used a probabilistic representation throughout the system as a common interchange language between subsystems and to drive the search for an optimal solution. PROVERB, the complete system, averages 95.3% words correct and 98.1 % letters correct in under 15 minutes per puzzle on a sample of 370 puzzles taken from the New York Times and several other puzzle sources. This corresponds to missing roughly 3 words or 4 letters on a daily 15 × 15 puzzle, making PROVERB a better-than-average cruciverbalist (crossword solver)."
aaai,AAAI (Artificial Intelligence),1998,Learning Evaluation Functions for Global Optimization and Boolean Satisfiability,"Justin A. Boyan & Andrew W. Moore, Carnegie Mellon University",https://www.semanticscholar.org/paper/bddddac9b0e4c3a3a451f797aa2e8641be79bc60,"This paper describes STAGE, a learning approach to automatically improving search performance on optimization problems. STAGE learns an evaluation function which predicts the outcome of a local search algorithm, such as hillclimbing or WALKSAT, as a function of state features along its search trajectories. The learned evaluation function is used to bias future search trajectories toward better optima. We present positive results on six large-scale optimization domains."
aaai,AAAI (Artificial Intelligence),1998,Acceleration Methods for Numeric CSPs,"Yahia Lebbah & Olivier Lhomme, École des Mines de Nantes",https://www.semanticscholar.org/paper/469d7c1c9f4a4ab8b57774a7f19b1df563d2689b,"This paper introduces a new way of accelerating the convergence of numeric CSP filtering algorithms, through the use of extrapolation methotis. Extrapolation methods are used in numerical analysis to accelerate the convergence of real number sequences. We will show how to use them for solving numeric sPs, leading to drastic improvement in efficiency."
aaai,AAAI (Artificial Intelligence),1998,The Interactive Museum Tour-Guide Robot,"Wolfram Burgard, University of Bonn|; et al.|Armin B. Cremers, University of Bonn|Dieter Fox, University of Bonn|Dirk Hähnel, University of Bonn|Gerhard Lakemeyer, RWTH Aachen University|Dirk Schulz, University of Bonn|Walter Steiner, University of Bonn|Sebastian Thrun, Carnegie Mellon University",https://www.semanticscholar.org/paper/198a5389d395f7a2aea1523e8d54d8c0f72ac366,"This paper describes the software architecture of an autonomous tour-guideltutor robot. This robot was recently deployed in the ""Deutsches Museum Bonn,"" were it guided hundreds of visitors through the museum during a six-day deployment period. The robot's control software integrates low-level probabilistic reasoning with high-level problem solving embedded in first order logic. A collection of software innovations, described in this paper, enabled the robot to navigate at high speeds through dense crowds, while reliably avoiding collisions with obstacles--some of which could not even be perceived. Also described in this paper is a user interface tailored towards non-expert users, which was essential for the robot's success in the museum. Based on these experiences, this paper argues that time is ripe for the development of AI-based commercial service robots that assist people in everyday life."
aaai,AAAI (Artificial Intelligence),1997,A Practical Algorithm for Finding Optimal Triangulations,"Krill Shoikhet & Dan Geiger, Technion – Israel Institute of Technology",https://www.semanticscholar.org/paper/7c1f5a78fdb24266467ee95dbae4f2447a0add17,An algorithm called QUICKTREE is developed for finding a triangulation T of a given undirected graph G such that the size of T's maximal clique is minimum and such that no other triangulation of G is a subgraph of T. We have tested QUICKTREE on graphs of up to 100 nodes for which the maximum clique in an optimal triangulation is of size 11. This is the first algorithm that can optimally triangulate graphs of such size in a reasonable time frame. This algorithm is useful for constraint satisfaction problems and for Bayesian inference through the clique tree inference algorithm.
aaai,AAAI (Artificial Intelligence),1997,Statistical Parsing with a Context-Free Grammar and Word Statistics,"Eugene Charniak, Brown University",https://www.semanticscholar.org/paper/2a5e619f2c5f4220438b1357e596db5b1578398d,"We describe a parsing system based upon a language model for English that is, in turn, based upon assigning probabilities to possible parses for a sentence. This model is used in a parsing system by finding the parse for the sentence with the highest probability. This system outperforms previous schemes. As this is the third in a series of parsers by different authors that are similar enough to invite detailed comparisons but different enough to give rise to different levels of performance, we also report on some experiments designed to identify what aspects of these systems best explain their relative performance."
aaai,AAAI (Artificial Intelligence),1997,Building Concept Representations from Reusable Components,"Peter Clark, Boeing|Bruce Porter, University of Texas at Austin",https://www.semanticscholar.org/paper/00ee2e3f19be3be3a0303ac08ed5fc60e0d38c69,"Our goal is to build knowledge-based systems capable of answering a wide variety of questions, including questions that are unanticipated when the knowledge base is built. For systems to achieve this level of competence and generality, they require the ability to dynamically construct new concept representations, and to do so in response to the questions arLd tasks posed to them. Our approach to meeting this requirement is to build knowledge bases of generalized, representational components, and to develop methods for automatically composing components on demand. This work extends the normal inheritance approach used in frame-based systems, and imports ideas from several different areas of AI, in particular compositional modeling, terminological reasoning, and ontological engineering. The contribution of this work is a novel integration of these methods that improves the efficiency of building knowledge bases and the robustness of using them."
aaai,AAAI (Artificial Intelligence),1997,Fast Context Switching in Real-Time Propositional Reasoning,"P. Pandurang Nayak & Brian C. Williams, Ames Research Center",https://www.semanticscholar.org/paper/0bfa40fe50255a42cac34c3223871fec2239f4e4,"The trend to increasingly capable and affordable control processors has generated an explosion of embedded real-time gadgets that serve almost every function imaginable. The daunting task of programming these gadgets is greatly alleviated with real-time deductive engines that perform all execution and monitoring functions from a single core model. Fast response times are achieved using an incremental propositional deductive database (an LTMS). Ideally the cost of an LTMS's incremental update should be linear in the number of labels that change between successive contexts. Unfortunately an LTMS can expend a significant percentage of its time working on labels that remain constant between contexts. This is caused by the LTMS's conservative approach: a context switch first removes all consequences of deleted clauses, whether or not those consequences hold in the new context. This paper presents a more aggressive incremental TMS, called the ITMS, that avoids processing a significant number of these consequences that are unchanged. Our empirical evaluation for spacecraft control shows that the overhead of processing unchanged consequences can be reduced by a factor of seven."
aaai,AAAI (Artificial Intelligence),1996,A Novel Application of Theory Refinement to Student Modeling,"Paul T. Baffes, ScicomP|Raymond J. Mooney, University of Texas at Austin",https://www.semanticscholar.org/paper/466b65ec9f13864e0804362aa64d352ba33a117f,Theory refinement systems developed in machine learning automatically modify a knowledge base to render it consistent with a set of classified training examples. We illustrate a novel application of these techniques to the problem of constructing a student model for an intelligent tutoring system (ITS). Our approach is implemented in an ITS authoring system called ASSERT which uses theory refinement to introduce errors into an initially correct knowledge base so that it models incorrect student behavior. The efficacy of the approach has been demonstrated by evaluating a tutor developed with ASSERT with 75 students tested on a classification task covering concepts from an introductory course on the C++ programmm. g Ia nguage. The system produced reasonably accurate models and students who received feedback based on these models performed significantly better on a post test than students who received simple reteaching.
aaai,AAAI (Artificial Intelligence),1996,Verification of Knowledge Bases Based on Containment Checking,"Alon Y. Levy, AT&T Laboratories|Marie-Christine Rousset, University of Paris-Sud",https://www.semanticscholar.org/paper/5c8f5e53e0ba6c7034c16c678143930fd76f89f5,"Building complex knowledge based applications requires encoding large amounts of domain knowledge. After acquiring knowledge from domain experts, much of the effort in building a knowledge base goes into verifying that the knowledge is encoded correctly. We consider the problem of verifying hybrid knowledge bases that contain both Horn rules and a terminology in a description logic. Our approach to the verification problem is based on showing a close relationship to the problem of query containment. Our first contribution, based on this relationship, is presenting a thorough analysis of the decidability and complexity of the verification problem, for knowledge bases containing recursive rules and the interpreted predicates =, ≤, < and ≠. Second, we show that important new classes of constraints on correct inputs and outputs can be expressed in a hybrid setting, in which a description logic class hierarchy is also considered, and we present the first complete algorithm for verifying such hybrid knowledge bases."
aaai,AAAI (Artificial Intelligence),1996,"Pushing the Envelope: Planning, Propositional Logic, and Stochastic Search","Henry Kautz & Bart Selman, AT&T Laboratories",https://www.semanticscholar.org/paper/141c77b1d82bcae04a293c972cea02502e181dba,"Planning is a notoriously hard combinatorial search problem. In many interesting domains, current planning algorithms fail to scale up gracefully. By combining a general, stochastic search algorithm and appropriate problem encodings based on propositional logic, we are able to solve hard planning problems many times faster than the best current planning systems. Although stochastic methods have been shown to be very effective on a wide range of scheduling problems, this is the first demonstration of its power on truly challenging classical planning instances. This work also provides a new perspective on representational issues in planning."
ijcai,IJCAI (Artificial Intelligence),2018,Reasoning about Consensus when Opinions Diffuse through Majority Dynamics,"Vincenzo Auletta, University of Salerno|; et al.|Diodato Ferraioli, University of Salerno|Gianluigi Greco, University of Calabria",https://www.semanticscholar.org/paper/cae7b76c04032d5a3e45bdf6c2f8f4d928a8d038,"Opinion diffusion is studied on social graphs where agents hold binary opinions and where social pressure leads them to conform to the opinion manifested by the majority of their neighbors. Within this setting, questions related to whether a minority/majority can spread the opinion it supports to all the other agents are considered. It is shown that, no matter of the underlying graph, there is always a group formed by a half of the agents that can annihilate the opposite opinion. Instead, the influence power of minorities depends on certain features of the given graph, which are NP-hard to be identified. Deciding whether the two opinions can coexist in some stable configuration is NP-hard, too."
ijcai,IJCAI (Artificial Intelligence),2018,What game are we playing? End-to-end learning in normal and extensive form games,"Chun Kai Ling, Carnegie Mellon University|; et al.|Fei Fang, Carnegie Mellon University|J. Zico Kolter, Carnegie Mellon University",https://www.semanticscholar.org/paper/8d859af05b1f50708ff83aa8a5623c4cbc45d490,"Although recent work in AI has made great progress in solving large, zero-sum, extensive-form games, the underlying assumption in most past work is that the parameters of the game itself are known to the agents. This paper deals with the relatively under-explored but equally important ""inverse"" setting, where the parameters of the underlying game are not known to all agents, but must be learned through observations. We propose a differentiable, end-to-end learning framework for addressing this task. In particular, we consider a regularized version of the game, equivalent to a particular form of quantal response equilibrium, and develop 1) a primal-dual Newton method for finding such equilibrium points in both normal and extensive form games; and 2) a backpropagation method that lets us analytically compute gradients of all relevant game parameters through the solution itself. This ultimately lets us learn the game by training in an end-to-end fashion, effectively by integrating a ""differentiable game solver"" into the loop of larger deep network architectures. We demonstrate the effectiveness of the learning method in several settings including poker and security game tasks."
ijcai,IJCAI (Artificial Intelligence),2018,From Conjunctive Queries to Instance Queries in Ontology-Mediated Querying,"Cristina Feier, University of Bremen|; et al.|Carsten Lutz, University of Bremen|Frank Wolte, University of Liverpool",https://www.semanticscholar.org/paper/e36440509511e82d646407ec94a8b859ccdf3494,"© 2018 CEUR-WS. All rights reserved. We consider the rewritability of ontology-mediated queries (OMQs) based on UCQs into OMQs based on (certain kinds of) SPARQL queries. Our focus is on ALCI as a paradigmatic expressive DL. For rewritability into SPARQL queries that are unions of basic graph patterns, we show that the existence of a rewriting is decidable, based on a suitable characterization; for unary OMQs, this coincides with rewritability into instance queries. For SPARQL queries that additionally admit projection, we make some interesting first observations. In particular, we show that whenever there is a rewriting, then there is one that uses the same TBox as the original OMQ and only ALCI concepts from a certain finite class of such concepts. We also observe that if the TBox of the original OMQ falls into Horn-ALCI, then a rewriting always exists."
ijcai,IJCAI (Artificial Intelligence),2018,R-SVM+: Robust Learning with Privileged Information,"Xue Li, Wuhan University|; et al.|Bo Du, Wuhan University|Chang Xu, University of Sydney|Yipeng Zhang, Wuhan University|Lefei Zhang, Wuhan University|Dacheng Tao, University of Sydney",https://www.semanticscholar.org/paper/8b4048325bfe14a2dc11dea88626e35b7cb5e59f,"In practice, the circumstance that training and test data are clean is not always satisfied. The performance of existing methods in the learning using privileged information (LUPI) paradigm may be seriously challenged, due to the lack of clear strategies to address potential noises in the data. This paper proposes a novel Robust SVM+ (RSVM+) algorithm based on a rigorous theoretical analysis. Under the SVM+ framework in the LUPI paradigm, we study the lower bound of perturbations of both example feature data and privileged feature data, which will mislead the model to make wrong decisions. By maximizing the lower bound, tolerance of the learned model over perturbations will be increased. Accordingly, a novel regularization function is introduced to upgrade a variant form of SVM+. The objective function of RSVM+ is transformed into a quadratic programming problem, which can be efficiently optimized using off-the-shelf solvers. Experiments on realworld datasets demonstrate the necessity of studying robust SVM+ and the effectiveness of the proposed algorithm."
ijcai,IJCAI (Artificial Intelligence),2018,Commonsense Knowledge Aware Conversation Generation with Graph Attention,"Hao Zhou, Tsinghua University|; et al.|Tom Young, Beijing Institute of Technology|Minlie Huang, Tsinghua University|Haizhou Zhao, Sogou|Jingfang Xu, Sogou|Xiaoyan Zhu, Tsinghua University",https://www.semanticscholar.org/paper/c2ae7c861d4b8b310d1318e1fdb6135b1739801f,"Commonsense knowledge is vital to many natural language processing tasks. In this paper, we present a novel open-domain conversation generation model to demonstrate how large-scale commonsense knowledge can facilitate language understanding and generation. Given a user post, the model retrieves relevant knowledge graphs from a knowledge base and then encodes the graphs with a static graph attention mechanism, which augments the semantic information of the post and thus supports better understanding of the post. Then, during word generation, the model attentively reads the retrieved knowledge graphs and the knowledge triples within each graph to facilitate better generation through a dynamic graph attention mechanism. This is the first attempt that uses large-scale commonsense knowledge in conversation generation. Furthermore, unlike existing models that use knowledge triples (entities) separately and independently, our model treats each knowledge graph as a whole, which encodes more structured, connected semantic information in the graphs. Experiments show that the proposed model can generate more appropriate and informative responses than stateof-the-art baselines."
ijcai,IJCAI (Artificial Intelligence),2018,A Degeneracy Framework for Graph Similarity,"Giannis Nikolentzos, École Polytechnique|; et al.|Polykarpos Meladianos, Athens University of Economics and Business|Stratis Limnios, École Polytechnique|Michalis Vazirgiannis, École Polytechnique",https://www.semanticscholar.org/paper/90678e09651954ace70fe645c5cc8d8f0d8acdb7,"The problem of accurately measuring the similarity between graphs is at the core of many applications in a variety of disciplines. Most existing methods for graph similarity focus either on local or on global properties of graphs. However, even if graphs seem very similar from a local or a global perspective, they may exhibit different structure at different scales. In this paper, we present a general framework for graph similarity which takes into account structure at multiple different scales. The proposed framework capitalizes on the wellknown k-core decomposition of graphs in order to build a hierarchy of nested subgraphs. We apply the framework to derive variants of four graph kernels, namely graphlet kernel, shortest-path kernel, Weisfeiler-Lehman subtree kernel, and pyramid match graph kernel. The framework is not limited to graph kernels, but can be applied to any graph comparison algorithm. The proposed framework is evaluated on several benchmark datasets for graph classification. In most cases, the corebased kernels achieve significant improvements in terms of classification accuracy over the base kernels, while their time complexity remains very attractive."
ijcai,IJCAI (Artificial Intelligence),2018,SentiGAN: Generating Sentimental Texts via Mixture Adversarial Networks,"Ke Wang & Xiaojun Wan, Peking University",https://www.semanticscholar.org/paper/55caf5154cd558c355d7191daa565ebebb8336e1,"Generating texts of different sentiment labels is getting more and more attention in the area of natural language generation. Recently, Generative Adversarial Net (GAN) has shown promising results in text generation. However, the texts generated by GAN usually suffer from the problems of poor quality, lack of diversity and mode collapse. In this paper, we propose a novel framework SentiGAN, which has multiple generators and one multi-class discriminator, to address the above problems. In our framework, multiple generators are trained simultaneously, aiming at generating texts of different sentiment labels without supervision. We propose a penalty based objective in the generators to force each of them to generate diversified examples of a specific sentiment label. Moreover, the use of multiple generators and one multi-class discriminator can make each generator focus on generating its own examples of a specific sentiment label accurately. Experimental results on four datasets demonstrate that our model consistently outperforms several state-of-the-art text generation methods in the sentiment accuracy and quality of generated texts."
ijcai,IJCAI (Artificial Intelligence),2017,Foundations of Declarative Data Analysis Using Limit Datalog Programs,"Mark Kaminski, University of Oxford|; et al.|Bernardo Cuenca Grau, University of Oxford|Egor V. Kostylev, University of Oxford|Boris Motik, University of Oxford|Ian Horrocks, University of Oxford",https://www.semanticscholar.org/paper/76591b19c0f1e55f0c58cb9aea1f53881df7d730,"Motivated by applications in declarative data analysis, we study $\mathit{Datalog}_{\mathbb{Z}}$---an extension of positive Datalog with arithmetic functions over integers. This language is known to be undecidable, so we propose two fragments. In $\mathit{limit}~\mathit{Datalog}_{\mathbb{Z}}$ predicates are axiomatised to keep minimal/maximal numeric values, allowing us to show that fact entailment is coNExpTime-complete in combined, and coNP-complete in data complexity. Moreover, an additional $\mathit{stability}$ requirement causes the complexity to drop to ExpTime and PTime, respectively. Finally, we show that stable $\mathit{Datalog}_{\mathbb{Z}}$ can express many useful data analysis tasks, and so our results provide a sound foundation for the development of advanced information systems."
ijcai,IJCAI (Artificial Intelligence),2016,Hierarchical Finite State Controllers for Generalized Planning,"Javier Segovia, Pompeu Fabra University|; et al.|Sergio Jiménez, Pompeu Fabra University|Anders Jonsson, Pompeu Fabra University",https://www.semanticscholar.org/paper/3a7046fd62c05212fb2f9662f0845476dd10d516,"Finite State Controllers (FSCs) are an effective way to represent sequential plans compactly. By imposing appropriate conditions on transitions, FSCs can also represent generalized plans that solve a range of planning problems from a given domain. In this paper we introduce the concept of hierarchical FSCs for planning by allowing controllers to call other controllers. We show that hierarchical FSCs can represent generalized plans more compactly than individual FSCs. Moreover, our call mechanism makes it possible to generate hierarchical FSCs in a modular fashion, or even to apply recursion. We also introduce a compilation that enables a classical planner to generate hierarchical FSCs that solve challenging generalized planning problems. The compilation takes as input a set of planning problems from a given domain and outputs a single classical planning problem, whose solution corresponds to a hierarchical FSC."
